TRIP_START_TIMESTAMP,TRIP_END_TIMESTAMP,TRIP_START_HOUR,TRIP_SECONDS,TRIP_MILES,TRIP_SPEED,PICKUP_CENSUS_TRACT,DROPOFF_CENSUS_TRACT,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE,TIPS,TIP_RATE,TOLLS,EXTRAS,TRIP_TOTAL,PAYMENT_TYPE,COMPANY
05/17/2022 9:45:00 AM,05/17/2022 10:30:00 AM,9.75,2646,2.97,4.0,17031081600,17031081000,8,8,20.5,0,0.0,0,0,20.5,Cash,Flash Cab
05/17/2022 11:00:00 AM,05/17/2022 11:15:00 AM,11,1593,1.79,4.0,17031081401,17031839100,8,32,9,0,0.0,0,0,9,Cash,City Service
05/17/2022 5:00:00 PM,05/17/2022 5:15:00 PM,17,702,0.79,4.1,17031839100,17031280100,32,28,7.5,3,40.0,0,0,11,Credit Card,City Service
05/16/2022 9:00:00 AM,05/16/2022 9:30:00 AM,9,1235,1.39,4.1,17031839100,17031839100,32,32,11.5,0,0.0,0,0,11.5,Cash,Medallion Leasin
05/17/2022 5:45:00 PM,05/17/2022 5:45:00 PM,17.75,462,0.52,4.1,17031081201,17031081401,8,8,6,4,66.7,0,0,10.5,Credit Card,Flash Cab
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,888,1,4.1,17031081600,17031839100,8,32,9,0,0.0,0,0,10.95,Cash,Taxicab Insurance Agency Llc
05/17/2022 7:00:00 AM,05/17/2022 7:15:00 AM,7,896,1.01,4.1,,,8,24,9,0,0.0,0,0,9,Cash,Flash Cab
05/17/2022 3:30:00 PM,05/17/2022 4:00:00 PM,15.5,1594,1.8,4.1,17031980000,17031980000,76,76,14.75,0,0.0,0,0,14.75,Cash,Taxicab Insurance Agency Llc
05/16/2022 6:00:00 PM,05/16/2022 6:00:00 PM,18,531,0.6,4.1,,,7,8,9,1.55,17.2,0,0,10.55,Mobile,Flash Cab
05/16/2022 3:00:00 PM,05/16/2022 4:45:00 PM,15,6317,7.14,4.1,,,22,34,48.5,0,0.0,0,0,48.5,Prcard,Flash Cab
05/16/2022 11:45:00 AM,05/16/2022 12:45:00 PM,11.75,3453,3.91,4.1,,,13,2,26.5,0,0.0,0,0,26.5,Prcard,Flash Cab
05/17/2022 6:45:00 PM,05/17/2022 7:00:00 PM,18.75,1500,1.7,4.1,17031839100,17031081201,32,8,12.5,0,0.0,0,1,13.5,Cash,Choice Taxi Association
05/16/2022 11:30:00 AM,05/16/2022 12:30:00 PM,11.5,3509,4,4.1,,,41,41,26.5,0,0.0,0,0,26.5,Prcard,24 Seven Taxi
05/17/2022 6:15:00 PM,05/17/2022 7:00:00 PM,18.25,2100,2.4,4.1,,,8,24,16.75,4.3,25.7,0,0,21.05,Credit Card,Taxi Affiliation Services
05/17/2022 3:00:00 PM,05/17/2022 3:15:00 PM,15,734,0.84,4.1,17031081401,17031320100,8,32,8,0,0.0,0,0,8,Cash,Taxicab Insurance Agency Llc
05/17/2022 5:00:00 PM,05/17/2022 5:15:00 PM,17,725,0.83,4.1,17031839100,17031842300,32,24,7.75,0,0.0,0,1,8.75,Cash,Medallion Leasin
05/17/2022 2:15:00 PM,05/17/2022 3:00:00 PM,14.25,2585,2.97,4.1,,,28,29,21.25,0,0.0,0,1,22.25,Prcard,Blue Ribbon Taxi Association
05/17/2022 5:15:00 PM,05/17/2022 5:45:00 PM,17.25,1607,1.85,4.1,17031839100,17031839100,32,32,13.5,0,0.0,0,0,13.5,Cash,Medallion Leasin
05/17/2022 6:15:00 PM,05/17/2022 6:15:00 PM,18.25,780,0.9,4.2,17031081401,17031080100,8,8,8.25,0,0.0,0,0,8.25,Cash,Taxi Affiliation Services
05/16/2022 12:45:00 PM,05/16/2022 12:45:00 PM,12.75,492,0.57,4.2,17031320100,17031081500,32,8,6.25,0,0.0,0,0,6.25,Cash,Sun Taxi
05/17/2022 5:30:00 PM,05/17/2022 5:45:00 PM,17.5,534,0.62,4.2,17031320100,17031081500,32,8,6.5,3,46.2,0,0,10,Credit Card,Flash Cab
05/17/2022 4:45:00 PM,05/17/2022 5:45:00 PM,16.75,3043,3.54,4.2,,,32,7,23.25,0,0.0,0,0,23.25,Cash,Taxicab Insurance Agency Llc
05/17/2022 5:30:00 PM,05/17/2022 5:45:00 PM,17.5,1157,1.35,4.2,17031320100,17031081800,32,8,10.75,0,0.0,0,0,10.75,Cash,Flash Cab
05/16/2022 1:15:00 PM,05/16/2022 1:30:00 PM,13.25,1345,1.57,4.2,,,41,39,12,2,16.7,0,0,14.5,Credit Card,Flash Cab
05/17/2022 5:15:00 PM,05/17/2022 6:45:00 PM,17.25,4679,5.47,4.2,,,2,,35.75,0,0.0,0,0,35.75,Prcard,Flash Cab
05/17/2022 1:45:00 PM,05/17/2022 2:00:00 PM,13.75,992,1.16,4.2,17031081403,17031081403,8,8,9.5,0,0.0,0,1.5,11.5,Credit Card,Taxicab Insurance Agency Llc
05/17/2022 5:30:00 PM,05/17/2022 5:30:00 PM,17.5,512,0.6,4.2,17031839100,17031839100,32,32,6.25,4,64.0,0,0,10.75,Credit Card,Flash Cab
05/17/2022 7:45:00 AM,05/17/2022 8:15:00 AM,7.75,1620,1.9,4.2,,,3,3,14,0,0.0,0,0,14,Cash,Taxi Affiliation Services
05/17/2022 5:00:00 PM,05/17/2022 5:15:00 PM,17,834,0.98,4.2,17031081600,17031320100,8,32,8.5,4,47.1,0,0,13,Credit Card,Flash Cab
05/17/2022 8:15:00 AM,05/17/2022 8:45:00 AM,8.25,1462,1.72,4.2,,,3,3,13,0,0.0,0,0,13,Prcard,Flash Cab
05/16/2022 9:00:00 PM,05/16/2022 10:00:00 PM,21,3285,3.87,4.2,,,,2,25.75,0,0.0,0,0,25.75,Prcard,Flash Cab
05/16/2022 2:15:00 PM,05/16/2022 2:45:00 PM,14.25,2460,2.9,4.2,17031081403,17031081401,8,8,18.75,0,0.0,0,1.5,20.25,Cash,Taxi Affiliation Services
05/16/2022 8:00:00 PM,05/16/2022 8:30:00 PM,20,2086,2.46,4.2,,,2,3,17.75,0,0.0,0,0,17.75,Cash,Flash Cab
05/16/2022 3:00:00 PM,05/16/2022 4:00:00 PM,15,3170,3.75,4.3,,,,7,27.75,0,0.0,0,1,28.75,Prcard,Patriot Taxi Dba Peace Taxi Associat
05/17/2022 9:30:00 AM,05/17/2022 10:30:00 AM,9.5,3840,4.55,4.3,,,32,28,31,0,0.0,0,0,31,Prcard,Flash Cab
05/16/2022 12:30:00 PM,05/16/2022 12:45:00 PM,12.5,894,1.06,4.3,,,6,6,9,0,0.0,0,0,9,Prcard,Star North Taxi Management Llc
05/16/2022 4:00:00 PM,05/16/2022 4:00:00 PM,16,564,0.67,4.3,17031081300,17031081401,8,8,6.75,3,44.4,0,0,10.25,Credit Card,Globe Taxi
05/17/2022 2:30:00 PM,05/17/2022 3:00:00 PM,14.5,1312,1.56,4.3,17031839100,17031839100,32,32,11.75,0,0.0,0,0.5,12.25,Cash,Medallion Leasin
05/17/2022 6:15:00 PM,05/17/2022 6:30:00 PM,18.25,840,1,4.3,17031281900,17031833000,28,28,8.5,2,23.5,0,0,10.5,Credit Card,Taxi Affiliation Services
05/17/2022 12:15:00 PM,05/17/2022 12:30:00 PM,12.25,420,0.5,4.3,17031081300,17031081401,8,8,5.5,0,0.0,0,0,5.5,Cash,Choice Taxi Association
05/17/2022 8:45:00 AM,05/17/2022 9:00:00 AM,8.75,420,0.5,4.3,17031839100,17031839100,32,32,6,0,0.0,0,0,6,Cash,Top Cab Affiliation
05/16/2022 4:30:00 PM,05/16/2022 4:45:00 PM,16.5,840,1,4.3,,,7,7,8.5,0,0.0,0,1,9.5,Unknown,Taxi Affiliation Services
05/16/2022 9:15:00 AM,05/16/2022 9:15:00 AM,9.25,420,0.5,4.3,17031081201,17031081401,8,8,5.75,0,0.0,0,0,5.75,Cash,Choice Taxi Association
05/17/2022 2:00:00 PM,05/17/2022 2:15:00 PM,14,878,1.05,4.3,17031081401,17031320400,8,32,9,0,0.0,0,0,9,Cash,Sun Taxi
05/16/2022 9:15:00 AM,05/16/2022 9:30:00 AM,9.25,861,1.03,4.3,17031081500,17031081403,8,8,9,3,33.3,0,0,12.5,Credit Card,Sun Taxi
05/16/2022 11:15:00 AM,05/16/2022 12:15:00 PM,11.25,3942,4.72,4.3,,,21,6,30,0,0.0,0,0,30,Prcard,Star North Taxi Management Llc
05/17/2022 5:00:00 PM,05/17/2022 5:30:00 PM,17,1327,1.59,4.3,17031281900,17031842300,28,24,11.75,3,25.5,0,0,15.25,Credit Card,Sun Taxi
05/17/2022 4:45:00 PM,05/17/2022 5:15:00 PM,16.75,1168,1.4,4.3,17031320100,17031081201,32,8,10.25,0,0.0,0,0,10.25,Cash,Chicago Independents
05/17/2022 5:45:00 PM,05/17/2022 6:00:00 PM,17.75,1075,1.29,4.3,17031839100,17031081800,32,8,9,0.52,5.8,0,0,9.52,Mobile,Sun Taxi
05/16/2022 4:00:00 PM,05/16/2022 4:15:00 PM,16,674,0.81,4.3,,,7,7,7.25,0,0.0,0,0,7.25,Prcard,Flash Cab
05/16/2022 10:45:00 AM,05/16/2022 11:00:00 AM,10.75,497,0.6,4.3,17031320100,17031081600,32,8,6.25,0,0.0,0,5,11.25,Cash,City Service
05/17/2022 5:30:00 PM,05/17/2022 6:30:00 PM,17.5,3314,4.01,4.4,,,59,61,28,0,0.0,0,0,28,Prcard,Patriot Taxi Dba Peace Taxi Associat
05/16/2022 6:00:00 PM,05/16/2022 6:15:00 PM,18,1072,1.3,4.4,17031980100,,56,,10,0,0.0,0,4,14,Cash,Chicago Taxicab
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,470,0.57,4.4,17031839100,17031281900,32,28,6,2,33.3,0,0,8.5,Credit Card,Medallion Leasin
05/16/2022 5:15:00 PM,05/16/2022 5:30:00 PM,17.25,774,0.94,4.4,,,8,24,9,1.55,17.2,0,0,10.55,Mobile,City Service
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1621,1.97,4.4,17031081401,17031833000,8,28,13.75,3.05,20.7,0,1,18.3,Credit Card,Sun Taxi
05/17/2022 6:30:00 PM,05/17/2022 7:15:00 PM,18.5,2220,2.7,4.4,17031320600,17031081000,32,8,17.25,5.45,31.6,0,0,22.7,Credit Card,Taxi Affiliation Services
05/16/2022 3:30:00 PM,05/16/2022 3:45:00 PM,15.5,460,0.56,4.4,17031081300,17031081403,8,8,6,4,66.7,0,0,10.5,Credit Card,Blue Ribbon Taxi Association
05/17/2022 5:30:00 PM,05/17/2022 5:45:00 PM,17.5,1166,1.42,4.4,,,8,24,10.5,2.6,20.8,0,2,15.6,Credit Card,City Service
05/17/2022 7:00:00 PM,05/17/2022 7:30:00 PM,19,1560,1.9,4.4,17031320100,17031833000,32,28,13,3.35,25.8,0,0,16.35,Credit Card,Taxi Affiliation Services
05/17/2022 12:15:00 PM,05/17/2022 12:30:00 PM,12.25,769,0.94,4.4,17031081700,17031839100,8,32,8,0,0.0,0,0,8,Cash,Flash Cab
05/17/2022 2:15:00 PM,05/17/2022 2:30:00 PM,14.25,1167,1.43,4.4,,,8,8,11,0,0.0,0,0,11,Cash,Flash Cab
05/17/2022 5:30:00 PM,05/17/2022 6:00:00 PM,17.5,2209,2.71,4.4,,,32,7,17.5,0,0.0,0,0,17.5,Cash,City Service
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,929,1.14,4.4,17031320100,17031833000,32,28,9.25,2.24,24.2,0,0,13.44,Mobile,Medallion Leasin
05/16/2022 7:45:00 AM,05/16/2022 8:00:00 AM,7.75,614,0.76,4.5,17031081500,17031081700,8,8,7.25,0,0.0,0,0,7.25,Cash,Sun Taxi
05/17/2022 5:00:00 PM,05/17/2022 5:15:00 PM,17,1461,1.81,4.5,17031281900,17031081403,28,8,12.5,3.62,25.9,0,1.5,18.12,Credit Card,City Service
05/17/2022 5:30:00 PM,05/17/2022 6:00:00 PM,17.5,1339,1.66,4.5,17031081600,17031281900,8,28,11.75,0,0.0,0,0,11.75,Cash,City Service
05/16/2022 9:45:00 PM,05/16/2022 10:45:00 PM,21.75,3250,4.03,4.5,,,28,28,26.25,0,0.0,0,0,26.25,Cash,Sun Taxi
05/17/2022 6:00:00 PM,05/17/2022 6:15:00 PM,18,1005,1.25,4.5,17031839100,17031081000,32,8,20,4.1,20.5,0,0,24.6,Credit Card,Flash Cab
05/16/2022 9:30:00 AM,05/16/2022 10:30:00 AM,9.5,3526,4.39,4.5,17031071500,17031081403,7,8,29.5,0,0.0,0,1,30.5,Prcard,Patriot Taxi Dba Peace Taxi Associat
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1722,2.15,4.5,,,28,8,14.25,0,0.0,0,0,14.25,Cash,Flash Cab
05/17/2022 2:45:00 PM,05/17/2022 3:00:00 PM,14.75,480,0.6,4.5,,,28,28,6.25,3,48.0,0,0,9.25,Credit Card,Top Cab Affiliation
05/16/2022 6:30:00 PM,05/16/2022 6:30:00 PM,18.5,480,0.6,4.5,17031839100,17031081800,32,8,6.25,1,16.0,0,0,7.25,Credit Card,U Taxicab
05/16/2022 4:45:00 PM,05/16/2022 4:45:00 PM,16.75,480,0.6,4.5,17031081401,17031081500,8,8,6,3,50.0,0,0,9,Credit Card,Taxi Affiliation Services
05/16/2022 1:30:00 PM,05/16/2022 1:30:00 PM,13.5,480,0.6,4.5,17031081600,17031839100,8,32,6.25,0,0.0,0,1,7.25,Cash,Taxi Affiliation Services
05/16/2022 12:15:00 PM,05/16/2022 12:30:00 PM,12.25,720,0.9,4.5,,,8,8,7.75,0,0.0,0,0,7.75,Cash,Top Cab Affiliation
05/17/2022 6:45:00 PM,05/17/2022 7:15:00 PM,18.75,2160,2.7,4.5,,,8,24,16.75,3.45,20.6,0,0,20.2,Credit Card,Taxi Affiliation Services
05/17/2022 11:15:00 AM,05/17/2022 12:15:00 PM,11.25,3405,4.27,4.5,,,44,43,27.75,0,0.0,0,0,27.75,Prcard,Flash Cab
05/17/2022 5:00:00 PM,05/17/2022 5:15:00 PM,17,1116,1.4,4.5,17031320100,17031081800,32,8,10.5,0,0.0,0,0,10.5,Cash,Chicago Independents
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1283,1.61,4.5,17031320100,17031833000,32,28,9,1.55,17.2,0,0,10.55,Mobile,Flash Cab
05/16/2022 1:15:00 PM,05/16/2022 1:15:00 PM,13.25,494,0.62,4.5,,,8,8,6.25,0,0.0,0,0,6.25,Cash,Flash Cab
05/16/2022 10:45:00 AM,05/16/2022 11:15:00 AM,10.75,2156,2.71,4.5,,,6,3,17.5,0,0.0,0,0,17.5,Prcard,Flash Cab
05/17/2022 6:15:00 PM,05/17/2022 6:15:00 PM,18.25,413,0.52,4.5,17031081500,17031081500,8,8,5.75,3,52.2,0,0,9.25,Credit Card,City Service
05/17/2022 11:45:00 AM,05/17/2022 12:00:00 PM,11.75,626,0.79,4.5,17031320400,17031320400,32,32,7.25,0,0.0,0,0,7.25,Prcard,Sun Taxi
05/17/2022 9:00:00 AM,05/17/2022 9:00:00 AM,9,404,0.51,4.5,17031320100,17031839100,32,32,5.75,1,17.4,0,0,7.25,Credit Card,Globe Taxi
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,1297,1.64,4.6,17031081800,17031833000,8,28,9,2.06,22.9,0,0,11.06,Mobile,Sun Taxi
05/17/2022 1:45:00 PM,05/17/2022 2:15:00 PM,13.75,1123,1.42,4.6,,,77,77,10.5,0,0.0,0,0,10.5,Cash,Flash Cab
05/16/2022 7:30:00 PM,05/16/2022 8:00:00 PM,19.5,1644,2.08,4.6,,,,,14.5,0,0.0,0,0,14.5,Cash,Flash Cab
05/17/2022 5:15:00 AM,05/17/2022 5:15:00 AM,5.25,395,0.5,4.6,,,,,60.87,0,0.0,0,0,60.87,Cash,Flash Cab
05/17/2022 9:15:00 PM,05/17/2022 9:30:00 PM,21.25,450,0.57,4.6,17031081600,17031081401,8,8,6,3,37.5,0,2,11.5,Credit Card,24 Seven Taxi
05/17/2022 5:30:00 PM,05/17/2022 6:00:00 PM,17.5,1726,2.19,4.6,,,8,24,9.69,2.23,23.0,0,0,11.92,Mobile,Star North Taxi Management Llc
05/16/2022 5:15:00 PM,05/16/2022 5:45:00 PM,17.25,1260,1.6,4.6,17031080100,17031320100,8,32,11.25,0,0.0,0,0,11.25,Cash,Taxi Affiliation Services
05/16/2022 11:30:00 AM,05/16/2022 11:45:00 AM,11.5,480,0.61,4.6,17031839100,17031839100,32,32,6.25,0,0.0,0,0,6.25,Cash,Flash Cab
05/17/2022 6:30:00 PM,05/17/2022 6:45:00 PM,18.5,1020,1.3,4.6,,,,,9.5,0,0.0,0,0,9.5,Cash,Top Cab Affiliation
05/17/2022 6:00:00 PM,05/17/2022 6:15:00 PM,18,1020,1.3,4.6,17031839100,17031081300,32,8,9.75,2.05,21.0,0,0,11.8,Credit Card,Taxi Affiliation Services
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,862,1.1,4.6,17031320100,17031839100,32,32,8.75,0,0.0,0,0,8.75,Cash,Flash Cab
05/17/2022 5:30:00 PM,05/17/2022 5:45:00 PM,17.5,978,1.25,4.6,17031839100,17031081500,32,8,9.5,3,31.6,0,0,13,Credit Card,Sun Taxi
05/16/2022 12:30:00 PM,05/16/2022 12:45:00 PM,12.5,1389,1.78,4.6,,,,,12.25,0,0.0,0,0,12.25,Cash,Taxicab Insurance Agency Llc
05/17/2022 6:45:00 PM,05/17/2022 7:00:00 PM,18.75,1560,2,4.6,,,32,24,13.25,2.75,20.8,0,0,16,Credit Card,Taxi Affiliation Services
05/17/2022 5:45:00 PM,05/17/2022 6:00:00 PM,17.75,780,1,4.6,17031081600,17031280100,8,28,8,2,25.0,0,0,10,Credit Card,U Taxicab
05/17/2022 5:45:00 PM,05/17/2022 6:00:00 PM,17.75,780,1,4.6,17031081500,17031280100,8,28,8.5,2,23.5,0,0,10.5,Credit Card,U Taxicab
05/16/2022 2:30:00 PM,05/16/2022 2:45:00 PM,14.5,780,1,4.6,17031281900,17031320100,28,32,8,2,25.0,0,0,10,Credit Card,Taxi Affiliation Services
05/17/2022 6:45:00 PM,05/17/2022 7:15:00 PM,18.75,1887,2.42,4.6,,,75,53,16.25,0,0.0,0,0,16.25,Prcard,Flash Cab
05/17/2022 11:45:00 AM,05/17/2022 12:00:00 PM,11.75,1174,1.51,4.6,17031081300,17031320100,8,32,11.25,0,0.0,0,0,11.25,Cash,Medallion Leasin
05/17/2022 2:15:00 PM,05/17/2022 3:30:00 PM,14.25,3721,4.79,4.6,,,44,69,30,0,0.0,0,0,30,Prcard,Flash Cab
05/17/2022 8:30:00 PM,05/17/2022 9:00:00 PM,20.5,1340,1.73,4.6,,,1,2,12.25,0,0.0,0,0,12.25,Prcard,Flash Cab
05/17/2022 3:30:00 PM,05/17/2022 4:45:00 PM,15.5,3917,5.07,4.7,,,39,69,30,0,0.0,0,0,30,Prcard,City Service
05/17/2022 1:45:00 PM,05/17/2022 2:00:00 PM,13.75,540,0.7,4.7,17031081201,17031081401,8,8,6.5,0.65,10.0,0,0,7.15,Credit Card,Choice Taxi Association
05/16/2022 3:15:00 PM,05/16/2022 3:30:00 PM,15.25,540,0.7,4.7,17031320100,17031281900,32,28,8,0,0.0,0,1,9,Cash,"Taxicab Insurance Agency, LLC"
05/17/2022 5:30:00 PM,05/17/2022 6:00:00 PM,17.5,1635,2.13,4.7,17031281900,17031081300,28,8,13.5,3,22.2,0,0,17,Credit Card,Sun Taxi
05/17/2022 9:30:00 AM,05/17/2022 10:45:00 AM,9.5,3936,5.13,4.7,,,43,42,30.25,0,0.0,0,0,30.25,Prcard,Flash Cab
05/17/2022 7:00:00 PM,05/17/2022 7:15:00 PM,19,1380,1.8,4.7,17031839100,17031081201,32,8,12.25,3,24.5,0,0,15.25,Credit Card,Taxi Affiliation Services
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1863,2.43,4.7,17031320600,17031081800,32,8,15.25,3.94,25.8,0,0,19.69,Credit Card,Sun Taxi
05/17/2022 1:30:00 PM,05/17/2022 3:00:00 PM,13.5,5343,6.97,4.7,,,43,33,45,0.07,0.2,0,0,45.07,Prcard,Flash Cab
05/16/2022 6:45:00 AM,05/16/2022 7:15:00 AM,6.75,1269,1.66,4.7,17031081201,17031081401,8,8,11.75,0,0.0,0,0,11.75,Cash,Star North Taxi Management Llc
05/17/2022 5:00:00 PM,05/17/2022 5:00:00 PM,17,512,0.67,4.7,17031839100,17031280100,32,28,6.5,4,61.5,0,0,11,Credit Card,Sun Taxi
05/17/2022 3:30:00 PM,05/17/2022 4:00:00 PM,15.5,1375,1.8,4.7,,,41,41,12.25,0,0.0,0,0,12.25,Prcard,Sun Taxi
05/17/2022 5:30:00 PM,05/17/2022 5:30:00 PM,17.5,840,1.1,4.7,17031280100,17031080300,28,8,9.75,2.05,21.0,0,0,11.8,Credit Card,"Taxicab Insurance Agency, LLC"
05/16/2022 7:00:00 PM,05/16/2022 7:15:00 PM,19,840,1.1,4.7,17031281900,17031081300,28,8,10,0,0.0,0,1,11,Cash,"Taxicab Insurance Agency, LLC"
05/17/2022 12:45:00 PM,05/17/2022 1:00:00 PM,12.75,412,0.54,4.7,17031839100,17031081700,32,8,5.25,0,0.0,0,0,5.25,Cash,City Service
05/17/2022 4:30:00 PM,05/17/2022 5:00:00 PM,16.5,1378,1.81,4.7,,,8,24,9.82,0,0.0,0,0,9.82,Mobile,24 Seven Taxi
05/17/2022 12:30:00 PM,05/17/2022 12:30:00 PM,12.5,715,0.94,4.7,17031081300,17031081401,8,8,7.5,0,0.0,0,0,7.5,Prcard,Sun Taxi
05/17/2022 7:15:00 PM,05/17/2022 7:15:00 PM,19.25,380,0.5,4.7,17031081600,17031081000,8,8,4.75,0,0.0,0,2,6.75,Cash,Chicago Taxicab
05/17/2022 2:00:00 PM,05/17/2022 2:15:00 PM,14,1440,1.9,4.8,17031320100,17031281900,32,28,13.25,0,0.0,0,0,13.25,Cash,Taxi Affiliation Services
05/17/2022 3:45:00 PM,05/17/2022 3:45:00 PM,15.75,553,0.73,4.8,17031081403,17031320400,8,32,6.75,0,0.0,0,0,6.75,Cash,Sun Taxi
05/17/2022 5:15:00 PM,05/17/2022 5:30:00 PM,17.25,507,0.67,4.8,17031320100,17031839100,32,32,6.5,2,25.0,0,1.5,10.5,Credit Card,City Service
05/18/2022 5:00:00 AM,05/18/2022 5:30:00 AM,5,1150,1.52,4.8,,,8,32,11.5,0,0.0,0,0,11.5,Cash,Taxicab Insurance Agency Llc
05/17/2022 2:30:00 PM,05/17/2022 2:45:00 PM,14.5,1172,1.55,4.8,17031081401,17031081800,8,8,11.5,0,0.0,0,0,11.5,Cash,Medallion Leasin
05/16/2022 7:00:00 PM,05/16/2022 7:15:00 PM,19,1119,1.48,4.8,,,3,3,10.75,0,0.0,0,0,12.7,Cash,Sun Taxi
05/17/2022 6:45:00 PM,05/17/2022 7:45:00 PM,18.75,3780,5,4.8,,,32,6,28.25,8.6,30.4,0,0,36.85,Credit Card,Taxi Affiliation Services
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1625,2.15,4.8,17031839100,17031081202,32,8,14,3.62,25.9,0,0,18.12,Credit Card,Sun Taxi
05/17/2022 8:30:00 AM,05/17/2022 9:15:00 AM,8.5,2580,3.42,4.8,,,8,8,20.5,0,0.0,0,0,20.5,Cash,Flash Cab
05/16/2022 6:45:00 PM,05/16/2022 7:45:00 PM,18.75,3242,4.3,4.8,,,43,43,26.25,0,0.0,0,0,26.25,Prcard,Flash Cab
05/17/2022 1:15:00 PM,05/17/2022 1:15:00 PM,13.25,436,0.58,4.8,17031081401,17031081300,8,8,6,0,0.0,0,1,7,Cash,Taxicab Insurance Agency Llc
05/17/2022 5:45:00 PM,05/17/2022 6:15:00 PM,17.75,1179,1.57,4.8,17031839100,17031080100,32,8,9,1.55,17.2,0,0,10.55,Mobile,Medallion Leasin
05/17/2022 6:45:00 PM,05/17/2022 7:15:00 PM,18.75,1500,2,4.8,17031081403,17031833000,8,28,12.75,3.55,25.8,0,1,17.3,Credit Card,Taxi Affiliation Services
